sanatci,soz
Tepki,anlat.çekip kafa içip içip anlat.olmuşuz bu okyanusta cambaz.günahlarım varsa meleklerde gammaz.tanrı affeder mi söyle durma.anlat.nasıl geçer yaralarım anlat.olmuşuz bu okyanusta cambaz.günahlarım varsa meleklerde gammaz.tanrım ordaysan çıkıpta.anlat.çekip kafa içip içip anlat.olmuşuz bu okyanusta cambaz.günahlarım varsa meleklerde gammaz.tanrı affeder mi söyle durma.anlat.nasıl geçer yaralarım anlat.olmuşuz bu okyanusta cambaz.günahlarım varsa meleklerde gammaz.tanrım ordaysan çıkıpta anlat
Tepki,derim ateş gibi yanarken.kimi kendini bi bok sanarken.tep ruhunu müziğe adarken.herkes sesi daha da açarken.evdeki piç sokağa bakarken.sokak çocuğu bi çatı ararken.her gün daha da dibe batarken.birileri üstümüze basarken.i̇nadına hayalimi yaşarken.birileri çocukluğumu çalarken.strike başında söz yazarken.brok dumanla göz yumarken.hiphop yok oldu sen susarken.biz bi kaç deli kin kusarken.yaptığım yol cebine uzarken.politika her sözünü yutarken saçmalık.savasmak hep kanimda.bugün ölü kaybet yarin da.sessizce atılır adımlar.silahını bırakıp yanılma
Tepki,dönüp durursun uykularında.sıkıldıysan bu dünyanın kurgularından.yalnız son bi an yalnız son bi an.rüyalara vedam olur insomnia.dönüp durursun uykularında .sıkıldıysan bu dünyanın kurgularından .yalnız son bi an yalnız son bi an .rüyalara vedam olur insomnia. bi krallık gibi düştün artık daha büyük efsanen.sana karşı bütün dünya var kalemin yine olcak cephanen.tükenicek mesafen adanacak hikayen.özlediklerime kayıplarıma hitaben.bi zafer turu atmaya tam otuz beş sene bekledim.her gece caddeler oldu evim bunu ben gibi kimseler istemedi.yaşadık bunu dostum sanki bi film gibi geçti dakikaları.ne varsa o orda kalır biz seyyah gibi yollara dost olalım dost .ölücektim bikaç gece önce.nefes aldım son sigaramdan azraile bak ve gülümse.hisset komşu huzur ve cinnet ruhum kaos ve şiddet.etme nefsine minnet al habil kabilden ibret
Tepki,ateş ol karanlığı yak yak yak yak yak.saman alevleri yak yak yak yak yak.işık ol geceleri yak yak yak yak yak.bul tüm hedefleri yak yak yak yak yak.tüm caddeleri yak moruk budur şovun yolun.tüm caddeleri yak beren kepin ve kapüşonun pozun.tüm caddeleri yak takın tavır gezin tozun.boy tüm caddeleri yak yak yak yak yak yak.tüm caddeleri yak.her gün her gün olmaz  bi gün iyi bi gün badsin.asla aynı tutmaz başka başka pullar .farklı farklı kulvar seninle ben benimle sen kuzularla kurtlar .gecenin köründe mesele hiphopın kurtuluşu bi an düşünüp dururum sebebini.kardeşleri sürüyo sefa abileri ödüyor bu boka bedelini.kimse bunu böylesine denemedi.bunu çıkıp kimse sana demedi mi.eski okul eskimiyo veledi zina oluyo bu da sana ev ödevi.i̇stediklerimle yapamadıklarım aynı şeyler.anlattıklarım biraz derin hiphop evim.bi askerim safım belli hazır yerim.sen fast food gibi hazır yedin.brooklyn gibi tep .sen mumsan ben cehennemim.mahallemin hem kralı hem de bekçisi gecelerin nöbetçisiyim.anamın oğlu abiye kardeşim buranın tepkisiyim.yaşıma bakma eskisiyim okurduk evde back spin.fatal rhymela şehrin efsanesi çıkar pestilin
Tepki,beni çek tep gece mavisi.floop out elimde tep hece dahisi.yazıyorum tek tek hep esnek bu kafiye bunu resmet ve restpect bu katile.sebebi kovalarım büyük balığı.para koymuşlar dünyada gücün adını.hiphop ülkemde yalnızca kötü tanınır.rezil etmeyi bırakın önü açılır.kimi her siyasi olayda bir parça.ama saçlarına milyonları harca.dilinde sokakların olması saçma.maskesi hood ama ortamı marka.keyfi yerinde yosması varsa.onu yalnızca ortaköy anlar.çekmece de büyüdüm hayalimdi benim.eskiden yoktu ve şimdi tomarla.gece mavisi rüyamı kapla.unutamam ki ben bu anı asla.gece mavisi hecemi kapla.daha farklı olur tüm sokaklar.bi anda değişir tüm hayatım.ve asla geri alamam zamanı.karıştı güçlü ve zavallı.bu hayalleri olan bi erkeğin hayatı
Tepki,koskoca bir siktir i̇şte 34 senemin özeti.87 bakırköy doğumluyum çünkü çekmecede annemin sezaryenini yapabilecek bir hastane yoktu babam şişhane durağında taksim çift katlısını beklerken aramızdan ayrıldı ben de birkaç yıldır heyecanımı alman bir akbabayla sahte akrabalara yedirdim.şartlar ağırlaştıkça boynun bükülür.bu mütevazı temiz çocuk pozlarım gerçek mi yoksa özgüvenim mi öldü efsane olmayan bir şehir efsanesi albümü kıçımı kurtarıp efsane bir albüm mü yaptırdı yoksa bu sikik intro şikayet edip durduğunuz tepki hypelarından biri mi sikik fikrin sikimde değil zaten asıl ironi taşıdığın kimliğe rağmen tüm yazarlarının dar giyinmesi hem belki sence en büyük başarım nkvta kapak olmaktır.ve sen sevgili dinleyici.söylediklerimi dinlemen beni duyduğun anlamına gelmiyor yıllarca ne sen benden nefret etmekten sıkıldın ne ben rap yapmaktan i̇şinize geldiği gibi oluşturduğunuz türkçe rap tanımına uymuyorum diye yaptığımın yarısını yapan taptığınız o sanal tiplerden olamam üzgünüm bu denklemdeki turist ben değilim ama bu albümü dinliyorsan tur rehberin olabilirim.özetle mahalleme hoş geldin
Tepki,zorlanırım düşündüğüm anda beni yordu.bunun böyle kolay olmicağını biliyordum.sebepsizce gecenin içine doğru koştum.hayallerim de peşimi hiç bırakmıyordu.yolumu bulabilseydim belki geriye dönebilirdim.sonunu bilebilseydim belki sana dokunabilirdim.napsam faydası yok.i̇nsanlar anlamıyor.söyle nasıl olucak.cebin para dolucak.bunun bi aynası yok.seni yarı yola koyucak.sirenler çalıp duracak çalıp duracak.bakma arkana hiç geçmişin orada duracak.laleler bütün şehri döndük durduk iyi mi.bu lanetten kaçışımız yok her şey bilindi.alev alev duman duman.çektim hep içime buram buram.yalnızlık zor uyan uyan.sensizken hızlı tükendi zulam.alev alev duman duman.çektim hep içime buram buram.yalnızlık zor uyan uyan.sensizken hızlı tükendi zulam
Tepki,zor bunca zamanın içinde evliyalık.bak şimdi dostlarımın çoğu evli barklı.bir yoldu seçtiğim ve kendimden geçtiğim.her dilde sevdiğim ve tek dilde ezgiyim.rap damarlarımda dönen madde.o evim o ailem o mahalle o cadde.boynumda zincir kafamda kasket.170 im ama her şutum olur basket.criss crossla zıpla.wu tangle hızlan.eskiden olmuyodu peşimizde kızlar.şimdi ağır ağır hızlan.gör nikelerimi ve daha daha hırslan.mevkimi kan ve terle kazandım bu yarışta.yalancıyım çünkü zordu yalancıyla yarışmak.sikeyim ticaretini pazarlıkla satışlar.bu şehrin sokakları karanlık ve yapışkan.her sabah uyan yine inadına.i̇nadına düş inadına kalk.i̇nadına sev inadına say.ortak olmaz mısın birazına.dumanıma ya da biramıza.i̇çiyoruz yine yine yeniden.kendimiz olmadan çalıştığımız işlerin inadına
Tepki,geceler sonra.belki geceler sonra.bir damla uyku kısmetse.yaşarız geceler sonra.geceler sonra.belki geceler sonra.i̇laçlar tesir edecekse.uyuruz geceler sonra.en yüksek binaların tepesinden boşluklara atla.ama dostluklara kanma.güven der insan öyle alışmış herşey yalanda olsa.tek kural yalnızız kanka.elim kolum yara bere.yere düşsek yinе ulaşırız göğe.okey alışırız buna.zaman ilacımız yine düşüyoruz ona .neden böyle hızlı geçiyor zamam olamaz .daha dün rüzgar değiyordu saçlarıma.şimdi namlular şakaklarıma.zaman yok boş beleş taşaklarına.yaşadık hepimiz zaferlerini.sora teslim olduk aşklarına
Tepki,this is tvto.gökyüzüne kanatlanıp uçamadım hiç.söyle tepki kimse seni düşünmedi mi.corona var evde kalıp kalanları iç.söyle söyle nasıl çözülüyo trafik ya.her yanım dolu parazit ya.fan değil hepsi fanatik ya.ne bakıyon la değişik .sallanır sokaklarım.gecenin bi’ körü elimde bi’ şişe mahalle karışık.umrumda değil çünkü kanıma bi’ şişe hennessy karışır.umrumda değil savaşın barışın.seninle ilgili değil bu benim benimle yarışım.umrumda değil inan hiçbiriniz umrumda değil.i̇nadına yazıp çizerim ghettomu tep bu bokun matematiği.kovala hepsini umrumda değil dene dene dene umrumda değil.bere rollie para ghetto tommy ya da beyaz ayakkabım umrumda giy.bu bizim hayalimiz.yetenek sizsiniz sadece emin ol hepsi bu gerisi bahaneniz .bu bizim mahallemiz.sirenler çalıyo boşuna arama sebebi olayın mahalliyiz
Tepki,bile bile yanıyodu canın ama ona diyemiyodun ki hiçbirini.daha dibe batıyodu daha kötü olabiliyo mu ki dediklerimiz.yarınına kalıyodu her şey ölüyodu çoktan bu günlerimiz.islak sokağında anahtarı çevirip tabuta girmeyi düşünmedin hiç.yağıyodu bile bile bu sokağın cehennemin silüeti olduğunu yağmur.dibi çıksa en dibindeyiz şehrin nefes almalıyız ama kaderimiz oluyoruz mağdur.küçük bi umudun peşindeyiz değil birimiz hepimiz.yalnız öleceğiz çünkü doğamız bu.yine de varoşun hayalperest çocuklarıyız.bulutlar kapatıyosa bu yıldıza selam dur.olmadı başka bi derdimiz .daha dibe çekiyoruz .yağmurla akıyo .bırakırım bu sulara .bu bi fırtına bense bi yaprağım.haliyle gayet doğal .asla yere düşmem dedim her adım atmamla bi kez daha yine yerdeyim.yağmurla boğuşmam gerek ıslanıyorken bu kanatlarla.dener miyim uçmayı .damlalar mahallenin damlıyo şıp şıp şıp.hayallerim kurban bu bi hırsızlık.ben ölüyüm gördüğün benim hırsımdır.kabul ediyorum bayağı bi kızgındık.hesap ödedik para üstü kırgınlık
Tepki,daha fazlası olucaksın.ama zamana engel olamazsın.yalan bunu kazanamadı kimse.düşün bu yolda heder olucaksın.tamam uykularından uzak onca sene.dönüp durur aynı hep mesele.tutkun aynı hep değişmese de.tutsak olucaksın keşkelere.bilirsin bunun yeri dolmaz.hayır hayır olmaz tuzakları kurcak.sen de gelip yutcan ne var bi kere sussan.kazancın olmadı hiç nefretini kusman.i̇stersen durma.artık yok artık yok inan bi kere bile.bin düşün bi kez dile yenilme bile bile.işığın bi hediye yoruldum diye diye.kendini düşürdüğün uçurumlara.alışkınız bu durumlara artık rüyanı yaşa.göremezsin çünkü hayatın insomnia.insomnia insomnia.hep böyle yaşadım ağırdır başarı.zirveye taşıdım gözlerim kapalı.gözlerim kapalı gözlerim kapalı.bu nasıl insomnia  bu nasıl insomnia .gözlerim kapalı gözlerim kapalı.gözlerim kapalı rüyamı yaşadım.eğer tek şansın varsa mecburen başarı insomnia
Tepki,seni unuttum aşk dediğin üstü kuruntu.yaşanan onca problemle bi kenara bıraktık gururu .seni unuttum aşk dediğin üstü kuruntu.tahammülüm kalmadı başka kollarda arıyorum huzuru.uzun uzadıya düşündüm aramızda bi’şey var.problem bi kavga ayrılık tafra.tanımların hiç biri uymadı.kısaca hala uzağız aşka.elimde gitarım harap ve bitabım.sebebi triplerin değil ki bi kadın.kafama takmam aslında aksak.çalışıyor beynim soruyor ne yapsak.i̇şin içinden çıkamadım denedim.ama doğru yol bulamadım.trip trip trip içinde.emin ol ki korku zorluyor kadın.bugün varım yarın yok.sen kararlı ruh halimden kork.emin ol sensiz de oluyor.batan her güne inat bi’ yenisi doğuyor.şimdilik seni unuttum aşk dediğin üstü kuruntu.yaşanan onca problemle bi kenara bıraktık gururu .seni unuttum aşk dediğin üstü kuruntu.tahammülüm kalmadı başka kollarda arıyorum huzuru.düşündüm de her şey farksız.aslında aşksız mutluyum artık.beni beyaz atlın sandın.aklınca mantık kurdu zamansız.önümde bi kadın harap ve bitabım.kelepçeleri takın bi bakıma beni yakın.hayatım çıkmaz sokakta tutsak.soruyor kalbim acaba ne yapsak.i̇şin içinden çıkamadım denedim.ama doğru yol bulamadım.trip trip trip içinde.emin ol ki korku zorluyor kadın.bugün varım yarın yok.sen kararlı ruh halimden kork.emin ol sensiz de oluyor.batan her güne inat bi yenisi doğuyor.şimdilik seni unuttum aşk dediğin üstü kuruntu.yaşanan onca problemle bi kenara bıraktık gururu .seni unuttum aşk dediğin üstü kuruntu.tahammülüm kalmadı başka kollarda arıyorum huzuru.şimdilik seni unuttum aşk dediğin üstü kuruntu.yaşanan onca problemle bi kenara bıraktık gururu .seni unuttum aşk dediğin üstü kuruntu.tahammülüm kalmadı başka kollarda arıyorum huzuru
Tepki,buz bilekte labirentim parıl parıl.tüm vücut mürekkep serüvenim kazılı.milyonluk hamleler oldu artık standardım.tüm bina bizim yetmez artık bi çatı katı.doğuştan flex .doğuştan flex .doğuştan flex .doğuştan flex .deviremez bi kaza doğdum küllerimden anka.kıvırırdı burun artık hepsi peşimizde kanka.kilometre hala yüksek o da kafam gibi stay high.camım açılırken cebim dolu ıslanıyor asfalt.dökülürken yere şişe şişe hendricks.her sessionda on bin dеğil bize gambling.greengo üstünde parmaklar jimi hendrix.womеn weed bura compton ben de kendrick.fuck it bad trip nakit prestij.ayıldık yakıp çektik yakıp çektik
Tepki,bu bedeni gömsen toprağa rap derim.sonumu yazsam mezarıma rap derim.çıkışı hisset savaşı fark et.başını dik tut eğilme kardeşim.hikayemiz i̇stanbulun sokaklarında başlar.güneş batar ve oynanır lanet oyunlar.söyle kaç canım var kaç parayla eş değer.söyle kaç kural var neyse boş ver.olmak istediğin yerdesin anlatır gözler.dostlarından bahsederdin şimdi nerdeler.kimbilir belki bittiler.kimbilir belki öldüler belki içerdeler.ben sessiz ve derinden oynarım.o yüzden yok zaafım büyüktür kozlarım.karanlık bir oda ben bulunmazım.o yüzden az dostum ve çok düşmanım.çok düşmanım var sanma dostlarımdan.az zararlı tüm hasımlarım.hatıralarım bir sokak bir kural.bir küçük çocuk.şimdilerde bir kral.bu bedeni gömsen toprağa rap derim.sonumu yazasam mezarıma rap derim.çıkışı hisset savaşı fark et.başını dik tut eğilme kardeşim
Tepki,bu işten sıyrılmak yok.çek cezanı bul belanı.emin ol bu işten sıyrılmak yok.kes selamı gelir devamı.gözbebeklerin arıyo şehirde bizi.i̇pucu izler gösteriş dolu izi.sinir oluyosun çözmelisin bu gizi.çünkü bura bossrların mazei.avrupada tep asyada patron.boktan albümlerin yerine koy zarflara şarbon. kaplıyız karbon.dostum param bol donna karan don.kıçımızda havamız hawaii.bu herkesin hayali.heisenberg gibi deli dahi.%99 saf hiphop uçuk mavi.kısaca eksik bu teknikse genetik.yeni nesil denesin 16 bit bi genesis.pesimist takılıp doluyo yine keseniz.maze hurricane tep nemesis
Tepki,zaman ihtiyacım olan biraz daha zaman.kum saati yukarıya doğru aksın.yeniden canlanır belki solan güller.annem kaygılarını geride bıraksın.zaman her şeyimiz zaman.dakikalarım oluyo yıllar.hafızamız haşarı bi çocuk gibi.herkes kötüyü unutup iyiyi hatırlar.zaman her şeyimiz zaman.yavaş yavaş suratımda bütün izler.ayrılıklar yaşanan derin hüzünler.i̇nsan acısını gülüşüyle gizler.zaman her şeyimiz zaman.bütün paran etmiyosa bi dakikan.zaman her şeyimiz zaman.biter ölüm gelir ki ondan ötesi yalan.fırtınaya doğru koşuyoruz onca kelebek.geleceğim felaketim ya da belki hediye.kimse bilemez ne önemi var dönülmеz geriye.fırtınaya doğru koşuyoruz onca kelеbek.geleceğim felaketim ya da belki hediye.kimse bilemez ne önemi var dönülmez geriye
Tepki,bro çocuk anılarım manço şarkıları.beni yatığımdan o karşıladı.i̇lk kasetimdi cartel cartel.daha sekiz yaşında gaz ver gaz ver.beklemek yeni albümleri.rundmc like that say günleri.güzel zamanlar ankara yılları. battle hadi al arkaya kızları.zaman işte öylece geçti.doğduğum kent beni böylece seçti.i̇stanbulda herkes yabancı.konu müzikse herkes alaycı.yolun başındaydım biri inandı.rahmetli babam çok iyi adamdı.kulağımda kulaklık önümde mikrofon.kısacası sanırım biri kazandı
Tepki,evet sayın izleyenler sevgili konuklar.bugünkü konumuz bi araba para.şöyle düşünün bi araba dolusu paranız olsa ne yapardınız.bu konunun açıklaması şu anda tam burda.tepkiden.ne yapardın bi araba paran olsa.bagajı açtın ve hepsi orda.ne yapardın bi araba paran olsa.cebin para dolsa.bi düşün bi araba para araba para bi arada.sarı sayfaları yırt boşuna iş arama.kimi korkak başına iş alamaz.benim mi aklım bi araba parada.kimi varyemez olurken kimi saçar havaya.parayı bulduğum gün sakın beni arama.tep tropikal bi adada.yeni evim komşu olur acuna.bir düşünsene bi bagaj dolusu para.nasıl doyarsın ki onu harcamaya.hepimiz alışmışız yeni aydan aya.son kez bi araba dolusu para
Tepki,devam sarıyo.bu bokun sonu başı yok.tüm mekan alev alıyo.çünkü sego durmadan.segah.ateş ediyo.ateş ediyo.ateş ediyo.ateş ediyo.caddeler sokaklar kovalar ateş ediyo.sormadı kimseler halimi.i̇çim cenaze merasimi.ölmüşüz yok mu bi faili.bombayız pimi yok.hesapla şimdi ne haldeyiz.cehennem olur mahallemiz.şeytana bile bahaneyiz.i̇şini biliyo.sorma bana sorma sorma kim o.geziyo bu caddeleri peşinde bi filo.farkediyo on bin feetten izleyen bi pilot.değil ateş barut sergen casino
